"move_id","version_group_id","flavor_text"
"246","15","The user attacks with a prehistoric power. This may also raise all the user’s stats at once."
"246","24","The user attacks with a primeval power. This may also raise the user's offensive and defensive stats."
"246","25","The user attacks with a prehistoric power. This may also boost all the user's stats at once."
"247","3","An attack that may lower SPCL.DEF."
"247","5","Hurls a black blob that may lower the foe’s SP. DEF."
"247","7","A shadowy blob is hurled at the foe. May also lower the foe’s SP. DEF."
"247","8","The user hurls a shadowy blob at the foe. It may also lower the foe’s Sp. Def stat."
"247","11","The user hurls a shadowy blob at the target. It may also lower the target’s Sp. Def stat."
"247","15","The user hurls a shadowy blob at the target. This may also lower the target’s Sp. Def stat."
"247","24","The user hurls a shadowy blob at the target to deal damage. This may also lower the target’s defensive stats."
"247","25","The user attacks by hurling a shadowy blob at the target. This may also lower the target’s Sp. Def stat."
"248","3","An attack that hits on 3rd turn."
"248","5","Heightens inner power to strike 2 turns later."
"248","7","Two turns after this move is used, the foe is attacked psychically."
"248","8","Two turns after this move is used, the foe is attacked with a hunk of psychic energy."
"248","11","Two turns after this move is used, a hunk of psychic energy attacks the target."
"249","3","An attack that may lower DEFENSE."
"249","5","A rock-crushing attack that may lower DEFENSE."
"249","7","An attack that may also cut DEFENSE. It can also smash cracked boulders."
"249","8","The user slugs the foe with a shattering punch. It can also smash cracked boulders."
"249","10","The user hits with a punch that may lower the target’s Defense. It can also smash cracked boulders."
"249","11","The user attacks with a punch that can shatter a rock. It may also lower the target’s Defense stat."
"249","15","The user attacks with a punch. This may also lower the target’s Defense stat. This move can also shatter rocks in the field."
"249","17","The user attacks with a punch. This may also lower the target’s Defense stat."
"249","24","The user attacks with a punch. This may also lower the target’s defensive stats."
"249","25","The user attacks with a punch. This may also lower the target's Defense stat."
"250","3","Traps the foe for 2-5 turns."
"250","5","Traps and hurts the foe in a whirlpool for 2 to 5 turns."
"250","7","The foe is trapped in a fast, vicious whirlpool for two to five turns."
"250","8","The user traps the foe inside a fast, vicious whirlpool that lasts for two to five turns."
"250","10","Traps the foe inside a whirlpool that lasts for two to five turns. The user can pass through whirlpools."
"250","11","Traps foes in a violent swirling whirlpool for four to five turns."
"250","15","The user traps the target in a violent swirling whirlpool for four to five turns."
"250","25","The user traps the target inside a violent, swirling whirlpool that inflicts damage for four to five turns."
"251","3","Party POKéMON join in the attack."
"251","5","Summons party POKéMON to join in the attack."
"251","7","All party POKéMON join in the attack. The more allies, the more damage."
"251","8","The user gets all the party Pokémon to attack the foe. The more party Pokémon, the more damage."
"251","11","The user gets all party Pokémon to attack the target. The more party Pokémon, the greater the number of attacks."
"252","5","A 1st-turn, 1st-strike move that causes flinching."
"252","7","An attack that hits first and causes flinching. Usable only on 1st turn."
"252","8","An attack that hits first and makes the target flinch. This move works only on the first turn."
"252","10","An attack that hits first and makes the target flinch. It only works the first turn the user is in battle."
"252","17","This attack hits first and makes the target flinch. It only works the first turn the user is in battle."
"252","20","This attack hits first and makes the target flinch. It only works the first turn each time the user enters battle."
"252","25","This attack hits first and makes the target flinch. It works only on the first turn each time the user enters battle."
"253","5","Causes an uproar for 2 to 5 turns and prevents sleep."
"253","7","The user attacks in an uproar that prevents sleep for two to five turns."
"253","8","The user attacks in an uproar for two to five turns. Over that time, no one can fall asleep."
"253","11","The user attacks in an uproar for three turns. Over that time, no one can fall asleep."
"253","15","The user attacks in an uproar for three turns. During that time, no one can fall asleep."
"253","17","The user attacks in an uproar for three turns. During that time, no Pokémon can fall asleep."
"254","5","Charges up power for up to 3 turns."
"254","7","The user charges up power for use later. It can be used three times."
"254","8","The user charges up power, and raises both its Defense and Sp. Def. The move can be used three times."
"254","11","The user charges up power and raises both its Defense and Sp. Def. The move can be used three times."
"254","15","The user charges up power and raises both its Defense and Sp. Def stats. The move can be used three times."
"254","25","The user stores power and boosts its Defense and Sp. Def stats. This move can be used up to three times."
"255","5","Releases stockpiled power (the more the better)."
"255","7","The power built using STOCKPILE is released at once for attack."
"255","8","The power stored using the move Stockpile is released at once in an attack."
"255","11","The power stored using the move Stockpile is released at once in an attack. The more power is stored, the greater the damage."
